config_id,sl_atr,target_r,fill_buffer_bps,threshold,validation_auc,trades,wins,losses,accuracy_pct,target_hit_rate_pct,profit_factor,expectancy_r,net_r,max_drawdown_r,trades_per_30d,fill_rate_pct,symbols,wilson95_low_pct,wilson95_high_pct,validation_hard_pass,quality_score
sl1.10_r1.00_fb0.0,1.1,1.0,0.0,0.6,0.5091974065937668,216,113,103,52.31481481481482,52.31481481481482,0.7702849965035272,-0.12791084625110533,-27.62874279023875,35.67929902486563,88.76712328767123,100.0,44,45.67191012928933,58.87682242263399,False,7.9805820819727495
sl1.10_r1.00_fb0.0,1.1,1.0,0.0,0.65,0.5091974065937668,62,31,31,50.0,50.0,0.6926848570704579,-0.17924153176333615,-11.112974969326842,18.972509956969954,25.479452054794518,100.0,33,37.92274119456608,62.07725880543392,False,-7.069148112343066
sl1.10_r1.00_fb0.0,1.1,1.0,0.0,0.7,0.5091974065937668,36,19,17,52.77777777777778,52.77777777777778,0.7486955072505078,-0.13997870186983852,-5.039233267314187,13.659373166852813,14.794520547945204,100.0,23,37.00593802298759,68.01395848482095,False,-2.187908866992392
sl1.10_r1.00_fb0.0,1.1,1.0,0.0,0.75,0.5091974065937668,21,10,11,47.61904761904761,47.61904761904761,0.6163085832213253,-0.23409531464328492,-4.916001607508983,12.031028777539785,8.63013698630137,100.0,16,28.34400610153417,67.63046541715558,False,-18.889510056002216
sl1.10_r1.00_fb0.0,1.1,1.0,0.0,0.8,0.5091974065937668,0,0,0,,,,,0.0,0.0,0.0,0.0,0,,,False,-1000000000.0
sl1.10_r1.00_fb0.0,1.1,1.0,0.0,0.85,0.5091974065937668,0,0,0,,,,,0.0,0.0,0.0,0.0,0,,,False,-1000000000.0
sl1.10_r1.00_fb0.0,1.1,1.0,0.0,0.9,0.5091974065937668,0,0,0,,,,,0.0,0.0,0.0,0.0,0,,,False,-1000000000.0
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.5,0.4994754133371893,3395,1557,1838,45.86156111929308,45.86156111929308,0.6004025901761932,-0.2532147401550686,-859.664042826458,860.4446044580302,1395.2054794520548,100.0,45,44.19105798014408,47.541419000482726,False,-77.82897989580577
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.55,0.4994754133371893,824,377,447,45.75242718446602,45.75242718446602,0.5998580598700427,-0.2539960721040432,-209.2927634137316,211.97019768626947,338.6301369863014,100.0,45,42.378393523637264,49.165881137392766,False,-26.15503038107167
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.6,0.4994754133371893,146,73,73,50.0,50.0,0.7078495921827733,-0.17109423639215685,-24.9797585132549,28.23604202000388,60.0,100.0,41,41.99424861667034,58.00575138332966,False,1.6245156087526142
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.65,0.4994754133371893,32,10,22,31.25,31.25,0.3204636120552998,-0.5438303493835834,-17.40257118027467,18.996542970624475,13.150684931506849,100.0,22,17.952541633609734,48.56667830095541,False,-67.45292047978738
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.7,0.4994754133371893,9,0,9,0.0,0.0,0.0,-1.1377401614944702,-10.239661453450232,10.239661453450232,3.698630136986301,100.0,9,0.0,29.914504841954408,False,-162.29112991653176
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.75,0.4994754133371893,2,0,2,0.0,0.0,0.0,-1.1254652700761918,-2.2509305401523836,2.2509305401523836,0.821917808219178,100.0,2,0.0,65.76197724933469,False,-161.26646929801467
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.8,0.4994754133371893,0,0,0,,,,,0.0,0.0,0.0,0.0,0,,,False,-1000000000.0
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.85,0.4994754133371893,0,0,0,,,,,0.0,0.0,0.0,0.0,0,,,False,-1000000000.0
sl1.10_r1.00_fb0.5,1.1,1.0,0.5,0.9,0.4994754133371893,0,0,0,,,,,0.0,0.0,0.0,0.0,0,,,False,-1000000000.0
sl1.10_r1.25_fb0.0,1.1,1.25,0.0,0.5,0.5073577212477428,7611,3214,4397,42.22835369859414,42.20207594271449,0.6584472364073365,-0.23346873608519475,-1776.9305503444173,1777.6161091909935,3127.8082191780823,100.0,49,41.12289557592026,43.34165294557699,False,-153.50039642579821
sl1.10_r1.25_fb0.0,1.1,1.25,0.0,0.55,0.5073577212477428,1434,644,790,44.90934449093445,44.83960948396095,0.7382492742254896,-0.16986409638768862,-243.58511421994547,258.1382184643926,589.3150684931506,100.0,48,42.35192192170655,47.49396831157774,False,-22.624585223200572
sl1.10_r1.25_fb0.0,1.1,1.25,0.0,0.6,0.5073577212477428,207,96,111,46.3768115942029,46.3768115942029,0.7961700676822917,-0.12731857965940985,-26.35494598949784,39.36752882577504,85.06849315068493,100.0,44,39.7112337227279,53.174415957415675,False,0.7293527005977487
sl1.10_r1.25_fb0.0,1.1,1.25,0.0,0.65,0.5073577212477428,60,24,36,40.0,40.0,0.6009632697876831,-0.2814833978716661,-16.889003872299966,28.175166282735994,24.65753424657534,100.0,33,28.56949053488255,52.63394650795924,False,-29.65829161576512
sl1.10_r1.25_fb0.0,1.1,1.25,0.0,0.7,0.5073577212477428,40,14,26,35.0,35.0,0.4722955659708918,-0.4041403148692503,-16.16561259477001,26.416741360296193,16.43835616438356,100.0,27,22.13452887317629,50.494119162742315,False,-49.281796267956814
